-5.	0.	0.	0.	0.	0.	0	0
-4.8	0.	0.	0.	0.	0.	0	0
-4.6	0.	0.	0.	0.	0.	0	0
-4.4	0.	0.	0.	0.	0.	0	0
-4.2	0.	0.	0.	0.	0.	0	0
-4.	0.	0.	0.	0.	0.	0	0
-3.8	0.	0.	0.	0.	0.	0	0
-3.5999999999999996	0.	0.	0.	0.	0.	0	0
-3.4	0.	0.	0.	0.	0.	0	0
-3.2	0.	0.	0.	0.	0.	0	0
-3.	0.	0.	0.	0.	0.	0	0
-2.8	0.	0.	0.	0.	0.	0	0
-2.5999999999999996	0.	0.	0.	0.	0.	0	0
-2.4	0.	0.	0.	0.	0.	0	0
-2.1999999999999997	0.	0.	0.	0.	0.	0	0
-2.	0.	0.	0.	0.	0.	0	0
-1.7999999999999998	0.	0.	0.	0.	0.	0	0
-1.5999999999999996	0.	0.	0.	0.	0.	0	0
-1.4	0.	0.	0.	0.	0.	0	0
-1.1999999999999997	0.	0.	0.	0.	0.	0	0
-1.	0.	0.	0.	0.	0.	0	0
-0.7999999999999998	0.	0.	0.	0.	0.	0	0
-0.5999999999999996	0.	0.	0.	0.	0.	0	0
-0.39999999999999947	0.	0.	0.	0.	0.	0	0
-0.1999999999999993	0.	0.	0.	0.	0.	0	0
0.	0.	0.	0.	0.	0.	0	0
0.20000000000000018	-0.00015252384603807646	-0.0024209417475266008	-0.00003633460356097607	-0.00010714978124554758	-6.0858877338776726e-6	0.08486031360000017	-0.003613286400000009
0.40000000000000036	-0.0022353816660245123	-0.018283761544773607	-0.0005480611364424891	-0.0015926035494543708	-0.0000913738406131152	0.29786603520000043	-0.02715156480000007
0.6000000000000005	-0.010358096116345769	-0.058149247687988015	-0.0026157690773776924	-0.007481752061664632	-0.000435972816537032	0.5831682048000009	-0.08591339520000021
0.8000000000000007	-0.029938192282895276	-0.1296302268369851	-0.007784231399321726	-0.02191574685027826	-0.0012973950674630126	0.8932491264000013	-0.19055247360000044
1.	-0.06677907451403602	-0.23763777487290433	-0.01787109428134946	-0.049525667792765134	-0.0029785367561882673	1.18848	-0.34752000000000005
1.2000000000000002	-0.1263802332901707	-0.3846057997215013	-0.03480002483259412	-0.09492735279609896	-0.0058000178328675095	1.4366785536000002	-0.5595070464000003
1.4000000000000004	-0.21343825639945174	-0.5707438613430887	-0.06045774533544252	-0.16232364151909004	-0.010076355176516404	1.6126666751999998	-0.8258869248000006
1.6000000000000005	-0.331504622949279	-0.7943002675025823	-0.09657438920702234	-0.2552012675880901	-0.016095765352150675	1.6978280448000018	-1.1431575552000006
1.8000000000000007	-0.48277240361665147	-1.0517991270730307	-0.14462601705098263	-0.37611145536526425	-0.024104252670232376	1.6796657663999992	-1.5053838336000014
2.	-0.6679690224066972	-1.3383451215932647	-0.20575570206526028	-0.526527838472344	-0.03429255032052812	1.5513600000000003	-1.90464
2.2	-0.8863363557676822	-1.6478745630242837	-0.2807203289489193	-0.7067677497625013	-0.04678668238391149	1.3113255936000003	-2.331452006400001
2.4000000000000004	-1.1356828193580766	-1.9734440499548274	-0.36985195929978704	-0.9159723466911609	-0.06164195439465778	0.9627697151999977	-2.775239884800002
2.6000000000000005	-1.412494856296146	-2.307520027612797	-0.4730402683579303	-1.152141314797433	-0.07884028824665008	0.5132494848000002	-3.2247601151999996
2.8000000000000007	-1.7120975040543769	-2.6422749378375414	-0.5897326019648115	-1.4122135940464766	-0.09828896440338089	-0.02577039360000377	-3.6685479936000025
3.	-2.028855570932239	-2.9698877120244416	-0.7189513718206291	-1.6921850662518527	-0.11982529317121873	-0.6393599999999999	-4.095360000000001
3.200000000000001	-2.356408471464215	-3.282849665170807	-0.8593281157022361	-1.9872670606642515	-0.14322132917483144	-1.3095665663999965	-4.494616166399999
3.4000000000000004	-2.6879330139569766	-3.5742623516152743	-1.0091565463920422	-2.2920759040623557	-0.16819227978066498	-2.0158568448000023	-4.856842444800003
3.5999999999999996	-3.016429452348671	-3.8381779805467104	-1.1664432831604685	-2.600850728845046	-0.19440725371183193	-2.735559475199999	-5.174113075200001
3.8000000000000007	-3.335026949475391	-4.069971970689517	-1.3290171699343472	-2.9076966167346567	-0.22150283406422147	-3.444307353600008	-5.4404929536000015
4.	-3.6373052829649595	-4.266456969926436	-1.4945924981015453	-3.2068464277621223	-0.24909899501195726	-4.116479999999994	-5.6524799999999935
