-5.	0.	0.	0.	0.	0.	0	0
-4.95	0.	0.	0.	0.	0.	0	0
-4.9	0.	0.	0.	0.	0.	0	0
-4.85	0.	0.	0.	0.	0.	0	0
-4.8	0.	0.	0.	0.	0.	0	0
-4.75	0.	0.	0.	0.	0.	0	0
-4.7	0.	0.	0.	0.	0.	0	0
-4.65	0.	0.	0.	0.	0.	0	0
-4.6	0.	0.	0.	0.	0.	0	0
-4.55	0.	0.	0.	0.	0.	0	0
-4.5	0.	0.	0.	0.	0.	0	0
-4.45	0.	0.	0.	0.	0.	0	0
-4.4	0.	0.	0.	0.	0.	0	0
-4.35	0.	0.	0.	0.	0.	0	0
-4.3	0.	0.	0.	0.	0.	0	0
-4.25	0.	0.	0.	0.	0.	0	0
-4.2	0.	0.	0.	0.	0.	0	0
-4.15	0.	0.	0.	0.	0.	0	0
-4.1	0.	0.	0.	0.	0.	0	0
-4.05	0.	0.	0.	0.	0.	0	0
-4.	0.	0.	0.	0.	0.	0	0
-3.95	0.	0.	0.	0.	0.	0	0
-3.9	0.	0.	0.	0.	0.	0	0
-3.8499999999999996	0.	0.	0.	0.	0.	0	0
-3.8	0.	0.	0.	0.	0.	0	0
-3.75	0.	0.	0.	0.	0.	0	0
-3.7	0.	0.	0.	0.	0.	0	0
-3.65	0.	0.	0.	0.	0.	0	0
-3.5999999999999996	0.	0.	0.	0.	0.	0	0
-3.55	0.	0.	0.	0.	0.	0	0
-3.5	0.	0.	0.	0.	0.	0	0
-3.45	0.	0.	0.	0.	0.	0	0
-3.4	0.	0.	0.	0.	0.	0	0
-3.3499999999999996	0.	0.	0.	0.	0.	0	0
-3.3	0.	0.	0.	0.	0.	0	0
-3.25	0.	0.	0.	0.	0.	0	0
-3.2	0.	0.	0.	0.	0.	0	0
-3.15	0.	0.	0.	0.	0.	0	0
-3.0999999999999996	0.	0.	0.	0.	0.	0	0
-3.05	0.	0.	0.	0.	0.	0	0
-3.	0.	0.	0.	0.	0.	0	0
-2.9499999999999997	0.	0.	0.	0.	0.	0	0
-2.9	0.	0.	0.	0.	0.	0	0
-2.85	0.	0.	0.	0.	0.	0	0
-2.8	0.	0.	0.	0.	0.	0	0
-2.75	0.	0.	0.	0.	0.	0	0
-2.6999999999999997	0.	0.	0.	0.	0.	0	0
-2.65	0.	0.	0.	0.	0.	0	0
-2.5999999999999996	0.	0.	0.	0.	0.	0	0
-2.55	0.	0.	0.	0.	0.	0	0
-2.5	0.	0.	0.	0.	0.	0	0
